mA          br
300         0.012538
325         0.012314
350         0.0091718
375         0.0071082
425         0.0058434
450         0.0054904
475         0.0052093
500         0.0049694
525         0.0047513
550         0.0045537
575         0.0043659
600         0.0041873
625         0.0040174
700         0.0035207
725         0.0033656
750         0.003212
775         0.0030621
850         0.002624
900         0.002346
925         0.0022109
975         0.0019496
1000         0.0018268
