mA          br
325         0.064454
350         0.046936
400         0.030657
425         0.027495
450         0.025033
475         0.022974
500         0.021091
525         0.019434
650         0.012378
750         0.0078866
800         0.006036
850         0.0044587
875         0.0037651
925         0.0025942
950         0.0021097
