mA          br
300         0.011044
400         0.00559
425         0.0051728
450         0.0048704
475         0.004624
500         0.0044147
525         0.0042295
600         0.0037461
625         0.0035982
650         0.0034589
675         0.0033201
800         0.0026548
825         0.0025277
850         0.0024052
875         0.0022839
900         0.0021651
925         0.0020484
950         0.0019367
975         0.0018234
1000         0.0017113
