mA          br
300         0.032066
325         0.031263
350         0.023061
375         0.017654
400         0.015531
425         0.014187
450         0.013159
475         0.012307
500         0.011556
525         0.010876
550         0.010252
575         0.0096514
600         0.0090859
675         0.0075022
700         0.0069912
725         0.006509
800         0.0051447
850         0.0043139
900         0.0035547
925         0.0032032
950         0.0028712
975         0.0025583
