mA          br
300         0.027863
325         0.027215
375         0.015431
400         0.013611
425         0.01245
450         0.011573
500         0.010226
550         0.0091274
600         0.00815
625         0.0076968
650         0.00725
675         0.0068187
700         0.0063823
750         0.0055766
775         0.0051895
800         0.0048108
875         0.0037572
900         0.0034323
950         0.0028264
975         0.0025467
1000         0.0022826
