mA          br
300         0.036974
325         0.035972
350         0.026483
375         0.020231
400         0.017755
425         0.016168
450         0.014961
475         0.013938
500         0.013051
525         0.012246
550         0.011499
625         0.0094652
650         0.008836
700         0.0076233
725         0.0070524
750         0.0065003
775         0.0059675
875         0.0040533
900         0.0036342
925         0.0032372
975         0.0025196
1000         0.002199
