mA          br
300         0.042734
350         0.030478
400         0.020323
450         0.017015
475         0.015806
500         0.014746
525         0.013781
550         0.01287
650         0.0097043
675         0.0089841
700         0.0082648
725         0.007589
750         0.006941
825         0.0051649
850         0.0046301
875         0.0041231
900         0.003651
925         0.0032081
